Dòng số	Text	Lỗi phát hiện
1568	mua gì 230k mà còn tính shop . trên shoope mua 160k là không...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
1570	tương_tác với khách_hàng quá kém cả phía nhà bán lẫn nền_tản...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
1571	Nhân viên tư vấn nhiệt tình.
Mới mua xài mấy hôm chưa sử dụn...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
1579	Sản phẩm đẹp, sang trọng, chất lượng! Hệ điều hành iOS tuyệt...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
1585	OK trong tầm giá. Pin trâu .. lq mượt.. cam ổn.. lần đầu xài...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
1589	shop ghi freeship nhưng thực_tế không phải...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
1606	Samsung galaxy note10 + bị tụt pin nhanh vậy sạc đầy 100% lú...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
1612	Mình mới mua được gần 3 tuần.dùng ổn nhưng pin tụt hơi nhanh...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
1628	11 1 2026 khá hài_lòng khi chọn mua sản_phẩm tuy còn có nhữn...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
1631	giao hành nhanh sản_phẩm tốt đúng màu...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
1636	giá rẻ nhưng chất_liệu khá đẹp...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
1649	Dt tốt trong tầm giá không có gì mà mình có thể chê được pin...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
1658	tôi hiểu cảm_giác chờ_đợi của các bạn là rất khó_chịu hụt_hẫ...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
1659	app dễ tìm_kiếm cây_chổi mà mình cần mua sẽ tiếp_tục ủng_hộ...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
1661	sản_phẩm rẻ đang tiền nhưng không biêtd mình cảm_thấy mùi th...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
1662	đặt_hàng 1 màu giao hàng lại là màu khác nhắn_tin gửi mẫu gử...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
1663	xài app thì tốt đấy ổn_định nhưng hàng muốn tìm thì ít quá k...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
1664	Cũng tạm thôi mọi người ạ cấu hình ko mạnh so với tầm giá mà...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
1666	, giá tốt , check được hidden tag nhưng mình không chụp được...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
1683	một app hoạt_động tốt nặng giao đồ_ăn giao rất nhanh_chóng v...	Target 'sản_phẩm' không tìm thấy trong text
1697	quá tệ cần hỗ_trợ thực_tế nhưng toàn_robot trả_lời quản_lý n...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
1713	đã giải_thích với nhân_viên tư_vấn là mình chỉ dùng 1 sdt và...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
1727	đặt_hàng mà không giao còn lúc đặt_hàng áp_mã voucher vào th...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
1747	rất hợp để mua mà không cần phải đi ra ngoài chi cho mệt có ...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
1752	đặt_hàng giao cho ai đâu không , tui chưa hề nhận được mà bá...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
1758	đóng_gói sản_phẩm không được đẹp nhưng sản_phẩm vừa_vặn , ph...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
1788	nếu muốn giao nhanh thì tự bỏ tiền ra mà mua gói thành_viên ...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
1796	sản_phẩm cũng được , nhưng giá hơi cao...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
1817	Em mới mua đc hơn tuần nhưng pin tụt rất là nhanh, tắt màn h...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
1822	Mình mua máy đc gần 1 tháng camera k như quảng cáo. Chụp mờ ...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
1835	Sản phẩm với mức giá vậy là rất tốt rồi .lại là sp của Việt ...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
1839	Máy mua chưa đc 30ngày bị nhiều lỗi ! Mau nóng máytự thoát ứ...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
1845	sử dụng hơi lag, phiền phức ở chổ cái ứng dụng premision con...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
1846	Sản phẩm cũ nhưng mặt lưng xước nhiều. Bên kĩ thuật chưa res...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
1849	mình có phản_ánh và hoàn lại sản_phẩm nhưng người bán không ...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
1853	thông_báo tới khách_hàng là chiến_lược của các bạn nhưng nó ...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
1859	hỏi shop thì bảo tại_sao bạn mua hàng không vừa mà shop phải...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
1871	màu đậm hơn so với ảnh nhưng chất vải rất mát , mềm , nhẹ đó...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
1894	tưởng voucher mà giao evoucher nên hơi thất_vọng tí...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
1895	Sản phẩm không thể chê ở điểm nào trong tầm giá này. Nhưng n...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
1912	Máy mới mua xong chưa thấy lỗi gì , tác vụ ổn máy pin trâu ,...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
1920	app như cl đăng_ký để lập tài_khoản cũng không được mà đăng_...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
1930	giao sai sản_phẩm nhưng lại từ_chối khi khách trả hàng quy_t...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
1938	Cho hỏi máy vừa mua được ngày từ 00 giờ đên 5 giờ tắt hết ứn...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
1948	ứng_dụng này rất ưng_ý toàn có hàng săn_seo nữa mà ngon...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
1951	nói_chung mình thấy ok với nặng tiền...	Target 'giá tiền' không tìm thấy trong text
1954	shop giao thiếu ví này và mấy món khác cũng sai màu hơi nhiề...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
1959	qc như qq bấm chỗ lon nào cũng văng vô_app nói thật nếu ngta...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
1961	Trải nghiệm sau 5 ngày mua máy : máy dùng mượt các tác vụ, p...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
1962	Mới mua mà k cài được ứng_dụng messenger vói nhaccuatui tron...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
1964	áo đẹp màu đẹp , giao hang_nhanh...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
1981	Sản phẩm tốt vừa tiền.  Cấu hình ram rom k lớn nhưng xử lý t...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
1993	ngâm đơn hàng từ 31 7 đến 19 8 vẫn chưa thấy giao liên_hệ tổ...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
1999	Mới mua xong giờ giảm giá xuống còn  23 tr tiếc ghê máy tốt ...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
2002	Mua về sài rất tốt trong tầm giá nhân viên TGDD nhiệt tình m...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
2003	Mới  có thể nhưng cứ ng thêm xem sao đã Chụp ảnh đẹp Điểm từ...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
2004	shipper không hề ổn app cũng được nhưng không có nhiều vouch...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
2005	không hề nhận được cuộc_gọi giao hàng từ shipper mà trên đơn...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
2006	app cải_tiến đâu không thấy toàn cải_lùi lọc đã đời bấm vô x...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
2021	mua gì 230k mà còn tính shop . trên shoope mua 160k là không...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
2025	Sài 1 tháng là thấy máy xuống cấp trầm trọng, lỗi cảm ứng k ...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
2030	Sản phẩm tốt, nhưng do miui chưa được tối ưu cho mi note 10 ...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
2050	giá rẻ mà chất không rẻ xí nào...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
2062	Mình  mua sử dụng khoảng 20 ngày,  đánh  giá  theo cá nhân s...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
2076	Máy chán quá 
Hay tự động đăng nhập mấy trang web linh tinh
...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
2086	chất vải đẹp , nhưng giao nhầm màu chon màu be ma giao màu k...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
2094	mỏng lắm nên nóng nữa...	Target 'shipper' không tìm thấy trong text | Target 'thái_độ' không tìm thấy trong text | Target 'app' không tìm thấy trong text
2098	chất vải đẹp , nhưng giao nhầm màu chon màu be ma giao màu k...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
2113	app khá ổn nhưng tầm_giá không quá tốt...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
2115	rất nhiều nhưng hàng hơn nhiều app này to quá...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
2125	shipper thái_độ lắm nên không sử_dụng chán nữa...	Target 'app' không tìm thấy trong text
2128	shop phục_vụ rất kém , hàng trước khi giao bị dơ_bẩn , shop ...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
2140	cửa_hàng_không phản_hồi ý_kiến khách_hàng giao rõ lâu mà khá...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
2144	hên giao không đúng yêu_cầu...	Target 'sản_phẩm' không tìm thấy trong text
2150	Quá tốt trong tầm giá. Mặc dù cụm cam dày quá dễ bị va chạm ...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
2154	đơn_vị vận_chuyển của lazda làm_ăn tắc_trách không thèm gọi ...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
2159	Thấy giá này máy quá ngon. Ngay như năm trước thôi 7tr mua đ...	Target 'tầm giá' không tìm thấy trong text
2168	Sản phẩm tốt trong tầm giá. Màn hình to, pin trâu. Nâng cấp ...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
2178	Sp chất lượng rất ok, giá tốt, vẫn trải nghiệm đầy đủ các tí...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
2182	Pin khỏe, siêu sáng, loa to, nhân tình. Nhưng gửi tin nhắn l...	Target 'nhân viên' không tìm thấy trong text
2209	tương_tác với khách_hàng quá kém cả phía nhà bán lẫn nền_tản...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
2213	tôi đặt_hàng từ 29 10 2018 đến nay 05 11 chưa nhận được hàng...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
2220	shiper tự hủy đơn mà lazada nói nhiều lần giao hàng_không th...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
2227	Điện thoại này rất tệ... đã vậy còn gian lận ROM 32gb mà chi...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
2234	đặt 20 chai mà giao 18 chai , shop nói giải_quyết mà chờ mãi...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
2239	ship nhầm mẫu khác nhưng hàng đẹp...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
2243	11 1 2026 khá hài_lòng khi chọn mua sản_phẩm tuy còn có nhữn...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
2247	Mới mua thì ok mà sao sau 2ngay có bản cập nhật máy r  cập n...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
2254	Mọi thứ đều trong tầm giá. phần mở khoá màn hình , đôi lúc h...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
2277	cũng được nhưng tiền ship hơi_chác với tôi...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
2282	đặt_hàng không có người giao không có cuộc_gọi nhỡ dt thì kh...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
2301	giày giao về hơi dơ nhưng giao rất nhanh...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
2303	giá sản_phẩm hơi chát tiền ship đắt nhưng chất_lượng tốt...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
2313	mới cập nhật bản vá lỗi cammera bật lênh cứ kêu cạch cạch cạ...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
2324	Lên miui11 ngon lành hơn bản miui10 cập nhật dì các bạn lên ...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
2329	Ko biết mấy bạn chê ở điểm nào, bản cập nhật mới nhất giải q...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
