content,score,app_source,sentiment,language,review_text_clean,review_text_segmented
"đặt hàng mà chỉ thấy hàng hoàn về người gửi. mấy đơn liền rồi.ngày giao hàng thì ko chính xác.tự ý hủy đơn của người mua luôn.lần đầu mua đc giảm 80k mà ko thấy giao,hoàn về người gửi phí mấy quyền lợi lần đầu mua luôn.",1,com.shopee.vn,negative,vi,đặt hàng mà chỉ thấy hàng hoàn về người gửi mấy đơn liền rồi ngày giao hàng thì không chính xác tự ý hủy đơn của người mua luôn lần đầu mua đc giảm 80k mà không thấy giao hoàn về người gửi phí mấy quyền lợi lần đầu mua luôn,đặt_hàng mà chỉ thấy hàng hoàn về người gửi mấy đơn liền rồi ngày giao hàng thì không chính_xác tự_ý hủy_đơn của người mua luôn lần đầu mua đc giảm 80 k mà không thấy giao_hoàn về người gửi phí mấy quyền_lợi lần đầu mua luôn
Rất tiện lợi,5,com.shopee.vn,positive,vi,rất tiện lợi,rất tiện_lợi
không cho dùng voucher,1,com.shopee.vn,negative,vi,không cho dùng voucher,không cho dùng voucher
"đvvc spx để đơn tại kho quá lâu, không tiến hành giao cho khách, bị quá nhiều lần",1,com.shopee.vn,negative,vi,đvvc spx để đơn tại kho quá lâu không tiến hành giao cho khách bị quá nhiều lần,đvvc spx để đơn tại kho quá lâu không tiến_hành giao cho khách bị quá nhiều lần
"ngồi đợi 2 đơn mãi không thấy giao, vào xem thông báo thì thấy bị hủy, hỏi thì toàn trả lời đại khái ""giao không thành công nên hủy"". 1 đơn không nói, này 2 đơn.",1,com.shopee.vn,negative,vi,ngồi đợi 2 đơn mãi không thấy giao vào xem thông báo thì thấy bị hủy hỏi thì toàn trả lời đại khái giao không thành công nên hủy 1 đơn không nói này 2 đơn,ngồi đợi 2 đơn mãi không thấy giao vào xem thông_báo thì thấy bị hủy hỏi thì toàn trả_lời đại_khái giao không thành_công nên hủy 1 đơn không nói này 2 đơn
nhiều đồ chơi đẹp,5,com.shopee.vn,positive,vi,nhiều đồ chơi đẹp,nhiều đồ_chơi đẹp
"đơn hàng tự hủy dù là lỗi shipper 😡😡😡😡👏😡😡😡, có gọi nhưng lại nói là nhờ tôi đi tới chổ ổng đang giao vì ko bt đường , đi ko đc nói mai giao thì cúp máy rồi hủy hàng tôi . Riết ko bt shipper hay ông nội ng ta nữa . Báo cáo app thì ko trả lại hàng tôi đc , hàng đã đợi mà ko giao , uổng công mua 😡😡😡😡😡 . App🫷🫷🫷🫷🫷🫷tệ , chê . Shipper tệ x10",1,com.shopee.vn,negative,vi,đơn hàng tự hủy dù là lỗi shipper có gọi nhưng lại nói là nhờ tôi đi tới chổ ổng đang giao vì không bt đường đi không đc nói mai giao thì cúp máy rồi hủy hàng tôi riết không bt shipper hay ông nội người ta nữa báo cáo app thì không trả lại hàng tôi đc hàng đã đợi mà không giao uổng công mua app tệ chê shipper tệ x10,đơn hàng tự hủy dù là lỗi shipper có gọi nhưng lại nói là nhờ tôi đi tới chổ ổng đang giao vì không bt đường đi không đc nói mai giao thì cúp máy rồi hủy hàng tôi riết không bt shipper hay ông nội người ta nữa báo_cáo app thì không trả lại hàng tôi đc hàng đã đợi mà không giao_uổng công mua app_tệ chê shipper_tệ x10
ok.okokokok,5,com.shopee.vn,positive,vi,ok okokokok,ok okokokok
xóa quảng cáo,1,com.shopee.vn,negative,vi,xóa quảng cáo,xóa quảng_cáo
ko thấy đánh giá shopeer chưa kể đơn sao mà toàn mùi nc đái ấy phiền chỗ của ghệ hơn nhà quan chết chủ,1,com.shopee.vn,negative,vi,không thấy đánh giá shopeer chưa kể đơn sao mà toàn mùi nc đái ấy phiền chỗ của ghệ hơn nhà quan chết chủ,không thấy đánh_giá shopeer chưa kể đơn_sao mà toàn mùi nc_đái ấy phiền_chỗ của ghệ hơn nhà_quan chết chủ
ứng dụng để biết tín nhắn cũng rất hay hơn mỗi ngày qua các xếp hình chúc Tết góp mặc để thật sự hay hơn để biết đến hong để phiền não đàm tiếu ngạo mạn mắt tình cảm quý mến khàch hàng khó nghe thấy vậy nhé.🤩😍😍😊🤨. bớt nhậu nhẹt bia rượu .,2,com.shopee.vn,negative,vi,ứng dụng để biết tín nhắn cũng rất hay hơn mỗi ngày qua các xếp hình chúc tết góp mặc để thật sự hay hơn để biết đến hong để phiền não đàm tiếu ngạo mạn mắt tình cảm quý mến khàch hàng khó nghe thấy vậy nhé bớt nhậu nhẹt bia rượu,ứng_dụng để biết tín_nhắn cũng rất hay hơn mỗi ngày qua các xếp_hình chúc tết góp_mặc để thật_sự hay hơn để biết đến hong để phiền_não đàm_tiếu ngạo_mạn mắt tình_cảm quý_mến khàch hàng khó nghe thấy vậy nhé bớt nhậu_nhẹt bia rượu
đồ trên Shopee rẻ còn giao hàng tận nhà,5,com.shopee.vn,positive,vi,đồ trên shopee rẻ còn giao hàng tận nhà,đồ trên shopee rẻ còn giao hàng tận nhà
Shoppee vô đối,5,com.shopee.vn,positive,vi,shoppee vô đối,shoppee vô_đối
"Đầu voi đuôi chuột,lừa dối khách hàng, đáng giá 1/2 sao 👇👇mọi người hãy tẩy chay",1,com.shopee.vn,negative,vi,đầu voi đuôi chuột lừa dối khách hàng đáng giá 1 2 sao mọi người hãy tẩy chay,đầu voi đuôi chuột lừa_dối khách_hàng đáng_giá 1 2 sao mọi người hãy tẩy_chay
Trải nghiệm mua hàng cực kì tệ hại sàn k bảo vệ quyền lợi người mua yêu cầu hoàn hàng rắc rối bắt bẻ gây khó khăn. Không hỗ trợ khách hàng khi sản phẩm bị lỗi không sử dụng được. Shop bênh vực người bán bất chấp dù mua ở shope mail nhưng vẫn nhận dc hàng giả hàng nhái khi yêu cầu hoàn hàng thì lại bị hủy khiếu nại. Thái độ của nhân viên CSKH rất trịch thượng yêu cầu shop xem xét lại. H nên mua qua tiktok shop ít nhất quyền lợi người mua được đảm bảo,1,com.shopee.vn,negative,vi,trải nghiệm mua hàng cực kì tệ hại sàn không bảo vệ quyền lợi người mua yêu cầu hoàn hàng rắc rối bắt bẻ gây khó khăn không hỗ trợ khách hàng khi sản phẩm bị lỗi không sử dụng được shop bênh vực người bán bất chấp dù mua ở shope mail nhưng vẫn nhận được hàng giả hàng nhái khi yêu cầu hoàn hàng thì lại bị hủy khiếu nại thái độ của nhân viên cskh rất trịch thượng yêu cầu shop xem xét lại h nên mua qua tiktok shop ít nhất quyền lợi người mua được đảm bảo,trải_nghiệm mua hàng cực_kì tệ_hại sàn không bảo_vệ quyền_lợi người mua yêu_cầu hoàn_hàng rắc_rối bắt_bẻ gây khó_khăn không hỗ_trợ khách_hàng khi sản_phẩm bị lỗi không sử_dụng được shop bênh_vực người bán bất_chấp dù mua ở shope_mail nhưng vẫn nhận được hàng giả hàng nhái khi yêu_cầu hoàn_hàng thì lại bị hủy khiếu_nại thái_độ của nhân_viên cskh rất trịch_thượng yêu_cầu shop xem_xét lại h nên mua qua tiktok_shop ít_nhất quyền_lợi người mua được đảm_bảo
"cho khách hàng mã giảm mà dùng thì k cho dùng,xg bỏ mã giảm lẫn free ship vẫn k cho đặt ,xóa ứng dụng lun đi",1,com.shopee.vn,negative,vi,cho khách hàng mã giảm mà dùng thì không cho dùng xg bỏ mã giảm lẫn free ship vẫn không cho đặt xóa ứng dụng lun đi,cho khách_hàng mã giảm mà dùng thì không cho dùng xg bỏ_mã giảm lẫn free ship vẫn không cho đặt xóa ứng_dụng lun đi
"làm cái gì cũng pop up ở đâu cũng pop up, pop up nhiều lỗi luôn app game đang chơi cay vc, chẳng lẽ gỡ luôn cái app",1,com.shopee.vn,negative,vi,làm cái gì cũng pop up ở đâu cũng pop up pop up nhiều lỗi luôn app game đang chơi cay vc chẳng lẽ gỡ luôn cái app,làm cái gì cũng pop up ở đâu cũng pop up pop up nhiều lỗi luôn app_game đang chơi cay_vc chẳng_lẽ gỡ luôn cái app
hàng hóa thì ko nói j nhưng quảng cáo thì vừa phải thôi chứ để cái nút ấn bộ thiếu ng truy cập lắm hay gì mà kì v spam liên tục mà ấn thì kbh vô chán lắm r đấy ?????????,1,com.shopee.vn,negative,vi,hàng hóa thì không nói j nhưng quảng cáo thì vừa phải thôi chứ để cái nút ấn bộ thiếu người truy cập lắm hay gì mà kì v spam liên tục mà ấn thì kbh vô chán lắm rồi đấy,hàng hóa thì không nói j nhưng quảng_cáo thì vừa_phải thôi chứ để cái nút ấn_bộ thiếu người truy_cập lắm hay gì mà kì v spam liên_tục mà ấn thì kbh vô_chán lắm rồi đấy
"chính sách 15 ngày đổi chả hoàn hàng shopee, chỉ là cái nói rối, tôi mua hàng không cho đồng kiểm bắt thanh toán mới được kiểm tra hàng và chất lượng hàng, tôi kiểm tra hàng xong thấy chất lượng hàng quá kém lỏng lẻo, tôi đã yêu cầu chả hàng ngay hôm đó, giờ lấy được tiền tôi rồi ko cho chả hàng lỗi hàng kém chất lượng, , bên bán chỉ bọc 2 miếng bìa cát tông, shopee từ chối chả hàng với lý do, phải còn nguyên seal nguyên kiện, không cho tôi kiểm tra thì mua về để đó không được đụng vào hả,",1,com.shopee.vn,negative,vi,chính sách 15 ngày đổi chả hoàn hàng shopee chỉ là cái nói rối tôi mua hàng không cho đồng kiểm bắt thanh toán mới được kiểm tra hàng và chất lượng hàng tôi kiểm tra hàng xong thấy chất lượng hàng quá kém lỏng lẻo tôi đã yêu cầu chả hàng ngay hôm đó giờ lấy được tiền tôi rồi không cho chả hàng lỗi hàng kém chất lượng bên bán chỉ bọc 2 miếng bìa cát tông shopee từ chối chả hàng với lý do phải còn nguyên seal nguyên kiện không cho tôi kiểm tra thì mua về để đó không được đụng vào hả,chính_sách 15 ngày đổi chả hoàn hàng shopee chỉ là cái nói_rối tôi mua hàng_không cho đồng kiểm_bắt thanh_toán mới được kiểm_tra hàng và chất_lượng hàng tôi kiểm_tra hàng xong thấy chất_lượng hàng quá kém lỏng_lẻo tôi đã yêu_cầu chả hàng ngay hôm đó giờ lấy được tiền tôi rồi không cho chả hàng lỗi hàng kém chất_lượng bên bán chỉ bọc 2 miếng bìa cát tông_shopee từ_chối chả hàng với lý_do phải còn nguyên seal nguyên_kiện không cho tôi kiểm_tra thì mua về để đó không được đụng vào hả
"giao hàng lâu phải ấn hỗ trợ mới bắt đầu giao , không bằng bên tiktok hàng về từ sáng là giao luôn, app giao hàng đời đầu mà kém quá",1,com.shopee.vn,negative,vi,giao hàng lâu phải ấn hỗ trợ mới bắt đầu giao không bằng bên tiktok hàng về từ sáng là giao luôn app giao hàng đời đầu mà kém quá,giao hàng lâu phải ấn hỗ_trợ mới bắt_đầu giao không bằng bên tiktok hàng về từ sáng là giao luôn app giao hàng đời đầu mà kém quá
app rất tốt!,1,com.shopee.vn,negative,vi,app rất tốt,app rất tốt
rất uy tín,5,com.shopee.vn,positive,vi,rất uy tín,rất uy_tín
"shiper làm ăn chán, lấy hàng thì không lấy, giao thì chậm trễ. Shop đã đóng hàng để đợi ship lấy mà không tới lấy đã đành còn dám để lý do shop không giao hàng cho shiper. Làm mấy ngày như vậy dẫn đến đơn bị hủy làm trễ nãi công việc. Bên xxx giao nhanh mà shiper còn tốt hơn. Rất là chán",1,com.shopee.vn,negative,vi,shiper làm ăn chán lấy hàng thì không lấy giao thì chậm trễ shop đã đóng hàng để đợi ship lấy mà không tới lấy đã đành còn dám để lý do shop không giao hàng cho shiper làm mấy ngày như vậy dẫn đến đơn bị hủy làm trễ nãi công việc bên xxx giao nhanh mà shiper còn tốt hơn rất là chán,shiper làm_ăn chán lấy hàng thì không lấy giao thì chậm_trễ shop đã đóng hàng để đợi ship lấy mà không tới lấy đã_đành còn dám để lý_do shop không giao hàng cho shiper làm mấy ngày như_vậy dẫn đến đơn bị hủy làm trễ nãi công_việc bên xxx giao nhanh mà shiper còn tốt hơn rất là chán
phải tải đi mới,5,com.shopee.vn,positive,vi,phải tải đi mới,phải tải đi mới
mẹ gắn link gắp tg intenet m sập mẹ đi,1,com.shopee.vn,negative,vi,mẹ gắn link gắp tg intenet m sập mẹ đi,mẹ gắn link gắp tg intenet m sập mẹ đi
Quảng cáo trên các nền tảng khác quá nhiều khiến người dùng rất phiền.Tại hiệu ứng dấu X giả để lừa người dùng ấn vào và chuyển thẳng vào ứng dụng RẤT PHIỀN TOÁI.Hi vọng xem lại.Đánh giá 1 sao nhiều lên!,1,com.shopee.vn,negative,vi,quảng cáo trên các nền tảng khác quá nhiều khiến người dùng rất phiền tại hiệu ứng dấu x giả để lừa người dùng ấn vào và chuyển thẳng vào ứng dụng rất phiền toái hi vọng xem lại đánh giá 1 sao nhiều lên,quảng_cáo trên các nền_tảng khác quá nhiều khiến người dùng rất phiền tại hiệu_ứng dấu x giả để lừa người dùng ấn vào và chuyển thẳng vào ứng_dụng rất phiền_toái hi_vọng xem_lại đánh_giá 1 sao nhiều lên
app mua sắm mà t tin tưởng nhất🥰🥰,5,com.shopee.vn,positive,vi,app mua sắm mà t tin tưởng nhất,app mua_sắm mà t tin_tưởng nhất
mua sắm Shopee nhanh chóng và tiện lợi hơn. rất nhiều sản phẩm tùy chọn rất thích 👍,5,com.shopee.vn,positive,vi,mua sắm shopee nhanh chóng và tiện lợi hơn rất nhiều sản phẩm tùy chọn rất thích,mua_sắm shopee nhanh_chóng và tiện_lợi hơn rất nhiều sản_phẩm tùy chọn rất thích
đơn hàng nó bảo 4 ngày mà vào app thì nó 6 ngày đặt đơn hàng chán không thèm nói,1,com.shopee.vn,negative,vi,đơn hàng nó bảo 4 ngày mà vào app thì nó 6 ngày đặt đơn hàng chán không thèm nói,đơn hàng nó bảo 4 ngày mà vào app thì nó 6 ngày đặt đơn hàng chán không thèm nói
"quảng cáo quài, tải r mà cứ lằn nhằn",1,com.shopee.vn,negative,vi,quảng cáo quài tải rồi mà cứ lằn nhằn,quảng_cáo quài_tải rồi mà cứ lằn_nhằn
hàng hoá đa dạng sản phẩm giá cả hợp lý hổ trợ khách hàng OK,5,com.shopee.vn,positive,vi,hàng hoá đa dạng sản phẩm giá cả hợp lý hổ trợ khách hàng ok,hàng hóa đa_dạng sản_phẩm giá_cả hợp_lý hổ_trợ khách_hàng ok
bố m xin phép đánh giá 1s con app rác rưởi này mới thử đặt đồ trên app mà đăng kí 2 số mà khoá tận 2 số luôn thề quả app rác rưởi nhất mà bố từng cài xin phép gỡ 1 lần và mãi mãi,1,com.shopee.vn,negative,vi,bố m xin phép đánh giá 1s con app rác rưởi này mới thử đặt đồ trên app mà đăng kí 2 số mà khoá tận 2 số luôn thề quả app rác rưởi nhất mà bố từng cài xin phép gỡ 1 lần và mãi mãi,bố m xin phép đánh_giá 1 s con app rác_rưởi này mới thử đặt đồ trên app mà đăng_kí 2 số mà khóa tận 2 số luôn thề quả app rác_rưởi nhất mà bố từng cài xin phép gỡ 1 lần và mãi_mãi
